category,quote,quote_speaker
شادی, ما بايد بكوشيم تا سراسر جهان به گونه اي در آيد كه بتوان در آن شادمان تر و خوشبخت تر زندگي كرد.,جواهر لعل نهرو
شادی," خشنود بودن نسبت به هر آنچه انسان دريافت مي كند، شيوه ي تفكر بردگان است.",فرناندو پسوا
شادی," خوشبخت كسي كه با ياري خيال، شخصيت خود را ترك مي كند و با تماشاي زندگي غريبه ها خويشتن را مسرور مي سازد و حتا نه كل تاثيرات، اما نمايش دروني كل تاثيرات را تجربه مي كند.",فرناندو پسوا
شادی, خوش تر دارم كه «قديس ستون نشين» باشم تا گردبادي از كين.,نيچه
شادی," هر چه بيشتر خود را شاد كنيم، آزردن ديگران و در انديشه ي ِآزار بودن را بيشتر از ياد مي بريم.",نيچه
شادی, آن زمان كه خوش ترين مزه ها را داري مگذار تو را تمام بخورند. آنان كه مي خواهند دير زماني در دلها جاي داشته باشند اين را مي دانند.,نيچه
شکست و ناکامی," بزرگترين تهديد كاميابي، شكست نيست، بلكه نداشتن تكاپو و بي تحركي است.",پاول فريزر
شکست و ناکامی," شكست، نقطه ي روبروي كاميابي نيست، بلكه جزيي از كاميابي است. شما به شكست نياز داريد تا درسي بگيريد و دوباره روي هدف خود براي كاميابي تمركز كنيد.",پاول فريزر
شکست و ناکامی," به گونه ي بنيادي، هم از شكست و هم از كاميابي مي شود درس گرفت.",پاول فريزر
شکست و ناکامی," هنگامي كه آدمهاي كامياب شكست مي خورند، به جاي اينكه شكست شان را نوعي گرفتاري و امري بازدارنده بدانند، آن را يك دشواري زودگذر، فرصتي براي يادگيري، جاي پايي براي پيشرفت، يا يك مسئله ي سراسر نامربوط مي دانند.",دنيس ويتلي
شکست و ناکامی," اين سرچشمه هاي بيرون از ما نيستند كه كاميابي يا شكست ما را رقم مي زنند، بلكه باور ما به خودمان است كه زندگي مان را آن گونه كه مي خواهيم، شكل مي دهد.",شري كارتر اسكات
شکست و ناکامی," به جاي اينكه كار نادرست خودتان را شكست و كار نادرست ديگران را ناچيز شماريد، مي توانيد آنها را به چشم فرصتي براي آموزش بنگريد.",شري كارتر اسكات
شکست و ناکامی," زندگي، بسيار كوتاه است و درس هاي زيادي هست كه بايد آموخته شوند. كساني كه همه چيز را پشت گوش مي اندازند، بازنده هستند.",پيتر مك ويليام
شکست و ناکامی," هزار بار آزمايشي كه در ساختن لامپ نتيجه نداد، هرگز برايم شكست به شمار نرفت. سرانجام، هزار و يكمين آزمايش، در ِكاميابي و روشنايي را به روي من گشود.",توماس اديسون
شکست و ناکامی," گاهي برخلاف شكست و نابوديِ كمابيش قطعي، بايد نابخرد و بزدل باشيم كه در آستانه ي بزرگترين پيروزي نهفته مان، ميدان را ترك كنيم.",جان اشتاين بك
شکست و ناکامی," هميشه به خود، يادآوري كنيد كه از شكست هايي كه با آن روبرو مي شويد، درس مي گيريد.",گيل ليندن فيلد
شکست و ناکامی," شكست، بيشتر، نشانه ي كم بودن پايداري است.",زيگ زيگلار
شکست و ناکامی," تفاوت بين كاميابي و شكست، بيشتر، تفاوت بين پايبندي كامل و تلاش نه چندان جدي است.",زيگ زيگلار
شکست و ناکامی," بسياري از آدمها به دليل داشتن ترس از شكست، هرگز كامياب نمي شوند.",زيگ زيگلار
شکست و ناکامی," شكست، چيزي جز ياد گرفتن و تجربه اندوختن نيست؛ گام نخست در راه بهتر انجام دادن كارها است.",وندل فيليپس
شکست و ناکامی," کسي كه از شكست خوردن مي هراسد، به شكست خود باور دارد.",ناپلئون بناپارت
شکست و ناکامی," ديدگاه شما به هنگام شكست، تعيين كننده ي مدت زمان رسيدن به پيروزي است.",ديويد شوارتز
شکست و ناکامی," چنانچه برنامه ي دقيقي براي سرمايه گذاري نداشته باشيد، سرانجامي جز شكست مالي نخواهيد داشت.",آنتوني رابينز
شکست و ناکامی," آيا ما پيروزي را بزرگ انگاشتيم؟ آري چنين نيز هست – اما اكنون چنين مي بينيم كه شكست هم، اگر از آن گريزي نباشد، بزرگ است، و مرگ و بيم نيز بزرگ اند.",والت ويتمن
شکست و ناکامی, من ادراك شكست را با خود مانند پرچم پيروزي به هر سو مي كشانم.,فرناندو پسوا
شکست و ناکامی, از راه كنش و كردار است كه انسانها كامياب مي شوند يا شكست مي خورند.,ارسطو
شکست و ناکامی," تنها يك چيز هست كه برآورده شدن رويايي را ناممكن مي سازد و آن، ترس از شكست است.",پائولو كوئيلو
شکست و ناکامی," موفقيت، سكه اي است كه روي ديگر آن ناكامي است.",آنتوني رابينز
شکست و ناکامی," هر جا موفقيت بزرگي ببينيد، انبوهي از ناكامي ها را در مسير آن مشاهده مي كنيد.",آنتوني رابينز
شکست و ناکامی," خرده سنگ را به كوزه بزني و يا كوزه را روي سنگ بيندازي، باز هم شكست با كوزه است.",مثل يوگسلاوي
شکست و ناکامی," چشم ديگران چشمي است كه ما را ورشكست مي كند. اگر همه غير از خودم كور بودند، من نه به خانه باشكوه احتياج داشتم و نه به مبل عالي.",بنجامين فرانكلين
